policy_id,customer_id,claim_type,region,claim_status,fraudulent_claim,accident_type,policy_type_x,processing_days,claim_amount,name,age,location,policy_type_y,policy_premium,risk_score,claim_to_premium_ratio,is_high_risk,processing_efficiency
POL00179,CUST00179,Auto,East,Approved,Yes,Medical Emergency,Premium,47,22364,Customer_179,48,Texas,Silver,2412,0.85,9.271973466003317,1,475.82978723404256
POL00180,CUST00180,Auto,East,Approved,No,Medical Emergency,Platinum,33,38259,Customer_180,53,California,Gold,1792,0.41,21.349888392857142,0,1159.3636363636363
POL00181,CUST00181,Life,West,Rejected,No,Fire,Premium,40,24576,Customer_181,43,California,Silver,1100,0.75,22.341818181818184,1,614.4
POL00182,CUST00182,Auto,Central,Rejected,Yes,Flood,Premium,17,32667,Customer_182,30,New York,Platinum,880,0.74,37.12159090909091,1,1921.5882352941176
POL00183,CUST00183,Home,West,Under Review,No,Flood,Standard,36,12130,Customer_183,57,New York,Silver,617,0.68,19.659643435980552,0,336.94444444444446
POL00184,CUST00184,Home,South,Approved,No,Medical Emergency,Platinum,11,22972,Customer_184,64,Texas,Platinum,2089,0.88,10.996649114408807,1,2088.3636363636365
POL00185,CUST00185,Auto,West,Under Review,Yes,Medical Emergency,Premium,55,41419,Customer_185,43,Texas,Gold,2476,0.48,16.728190630048466,0,753.0727272727273
POL00186,CUST00186,Auto,North,Rejected,Yes,Collision,Premium,26,2167,Customer_186,25,Illinois,Silver,615,0.29,3.5235772357723576,0,83.34615384615384
POL00187,CUST00187,Life,South,Approved,No,Flood,Gold,32,28192,Customer_187,29,New York,Silver,2153,0.67,13.094287041337669,0,881.0
POL00188,CUST00188,Auto,South,Approved,No,Fire,Standard,6,2062,Customer_188,51,Illinois,Gold,759,0.71,2.7167325428194995,1,343.6666666666667
POL00189,CUST00189,Life,Central,Rejected,No,Flood,Gold,46,19540,Customer_189,40,Florida,Gold,1598,0.6,12.227784730913642,0,424.7826086956522
POL00190,CUST00190,Life,East,Rejected,No,Collision,Gold,49,25244,Customer_190,30,Illinois,Gold,2003,0.34,12.603095356964554,0,515.1836734693877
POL00191,CUST00191,Auto,South,Rejected,No,Other,Premium,57,22545,Customer_191,64,California,Silver,804,0.55,28.041044776119403,0,395.5263157894737
POL00192,CUST00192,Health,East,Rejected,No,Medical Emergency,Standard,10,22689,Customer_192,37,Illinois,Silver,506,0.42,44.8399209486166,0,2268.9
POL00193,CUST00193,Health,West,Rejected,No,Medical Emergency,Platinum,32,12174,Customer_193,59,Texas,Silver,865,0.5,14.073988439306358,0,380.4375
POL00194,CUST00194,Life,North,Approved,No,Collision,Premium,32,23925,Customer_194,43,Florida,Gold,2157,0.65,11.091794158553547,0,747.65625
POL00195,CUST00195,Auto,Central,Rejected,No,Fire,Platinum,48,38497,Customer_195,36,California,Silver,1022,0.72,37.66829745596869,1,802.0208333333334
POL00196,CUST00196,Health,East,Approved,No,Medical Emergency,Platinum,48,10348,Customer_196,40,Illinois,Gold,1871,0.36,5.530732228754677,0,215.58333333333334
POL00197,CUST00197,Auto,South,Approved,Yes,Burglary,Standard,24,24714,Customer_197,67,Florida,Gold,1961,0.48,12.60275369709332,0,1029.75
POL00198,CUST00198,Auto,East,Rejected,No,Medical Emergency,Gold,34,39102,Customer_198,34,Florida,Platinum,1738,0.39,22.498273878020715,0,1150.0588235294117
POL00199,CUST00199,Auto,South,Rejected,No,Burglary,Standard,15,9924,Customer_199,49,California,Silver,928,0.34,10.693965517241379,0,661.6
POL00200,CUST00200,Travel,East,Approved,No,Collision,Platinum,59,38098,Customer_200,44,Illinois,Silver,1290,0.75,29.533333333333335,1,645.728813559322
POL00201,CUST00201,Auto,South,Rejected,No,Collision,Premium,32,25394,Customer_201,55,Florida,Gold,2021,0.84,12.565066798614547,1,793.5625
POL00202,CUST00202,Travel,West,Rejected,No,Medical Emergency,Platinum,29,7801,Customer_202,28,Florida,Gold,2063,0.46,3.7813863305865243,0,269.0
POL00203,CUST00203,Life,South,Rejected,No,Flood,Premium,43,38614,Customer_203,68,New York,Silver,1246,0.73,30.990369181380416,1,898.0
POL00204,CUST00204,Health,South,Under Review,No,Burglary,Premium,37,7731,Customer_204,47,Florida,Platinum,866,0.83,8.927251732101617,1,208.94594594594594
POL00205,CUST00205,Health,North,Approved,No,Fire,Standard,5,49136,Customer_205,26,New York,Platinum,812,0.79,60.51231527093596,1,9827.2
POL00206,CUST00206,Health,South,Under Review,No,Medical Emergency,Platinum,31,24625,Customer_206,46,Illinois,Silver,1037,0.33,23.74638379942141,0,794.3548387096774
POL00207,CUST00207,Health,North,Rejected,No,Fire,Gold,56,18337,Customer_207,61,Illinois,Silver,1420,0.87,12.913380281690142,1,327.44642857142856
POL00208,CUST00208,Health,Central,Under Review,Yes,Medical Emergency,Platinum,17,36307,Customer_208,32,Illinois,Gold,1577,0.46,23.02282815472416,0,2135.705882352941
POL00209,CUST00209,Health,North,Rejected,No,Flood,Platinum,45,8056,Customer_209,31,Texas,Gold,2064,0.44,3.9031007751937983,0,179.0222222222222
POL00210,CUST00210,Health,West,Under Review,No,Flood,Gold,7,12516,Customer_210,38,Illinois,Silver,1990,0.24,6.289447236180904,0,1788.0
POL00211,CUST00211,Life,North,Rejected,No,Flood,Standard,43,45261,Customer_211,27,Florida,Gold,1364,0.54,33.18255131964809,0,1052.5813953488373
POL00212,CUST00212,Auto,Central,Under Review,No,Other,Platinum,10,2542,Customer_212,40,California,Gold,1687,0.28,1.5068168346176645,0,254.2
POL00213,CUST00213,Home,West,Under Review,No,Flood,Platinum,12,22677,Customer_213,43,New York,Silver,1281,0.37,17.702576112412178,0,1889.75
POL00214,CUST00214,Travel,East,Under Review,No,Collision,Premium,31,47732,Customer_214,42,Texas,Gold,833,0.42,57.301320528211285,0,1539.741935483871
POL00215,CUST00215,Home,East,Approved,Yes,Collision,Platinum,13,40081,Customer_215,40,Illinois,Platinum,2070,0.77,19.362801932367148,1,3083.153846153846
POL00216,CUST00216,Home,North,Under Review,No,Other,Gold,41,28569,Customer_216,32,Illinois,Silver,1297,0.81,22.02698535080956,1,696.8048780487804
POL00217,CUST00217,Auto,North,Approved,No,Burglary,Premium,37,24322,Customer_217,57,California,Silver,847,0.41,28.71546635182999,0,657.3513513513514
POL00218,CUST00218,Auto,Central,Rejected,No,Fire,Standard,55,20065,Customer_218,36,California,Gold,772,0.8,25.990932642487046,1,364.8181818181818
POL00219,CUST00219,Auto,Central,Under Review,Yes,Medical Emergency,Premium,46,18924,Customer_219,35,Texas,Platinum,1462,0.8,12.943912448700411,1,411.39130434782606
POL00220,CUST00220,Health,South,Rejected,No,Medical Emergency,Gold,48,23556,Customer_220,29,New York,Platinum,1219,0.74,19.32403609515997,1,490.75
POL00221,CUST00221,Life,Central,Rejected,No,Other,Gold,28,27962,Customer_221,51,Illinois,Gold,2273,0.3,12.301803783545974,0,998.6428571428571
POL00222,CUST00222,Health,South,Under Review,No,Collision,Premium,19,29295,Customer_222,36,Texas,Gold,1937,0.68,15.123902942694889,0,1541.842105263158
POL00223,CUST00223,Life,West,Approved,No,Medical Emergency,Standard,58,14807,Customer_223,41,Florida,Gold,999,0.86,14.821821821821821,1,255.29310344827587
POL00224,CUST00224,Life,North,Under Review,No,Collision,Premium,36,43348,Customer_224,30,Florida,Gold,1616,0.68,26.824257425742573,0,1204.111111111111
POL00225,CUST00225,Home,West,Rejected,Yes,Burglary,Standard,36,27432,Customer_225,57,Texas,Silver,1184,0.43,23.16891891891892,0,762.0
POL00226,CUST00226,Home,Central,Rejected,No,Fire,Premium,28,18749,Customer_226,29,Illinois,Silver,578,0.55,32.437716262975776,0,669.6071428571429
POL00227,CUST00227,Life,West,Under Review,No,Burglary,Gold,45,42459,Customer_227,52,Texas,Silver,1121,0.65,37.87600356824264,0,943.5333333333333
POL00228,CUST00228,Life,West,Approved,No,Other,Platinum,56,27256,Customer_228,38,Illinois,Gold,1740,0.56,15.664367816091954,0,486.7142857142857
POL00229,CUST00229,Health,West,Approved,No,Flood,Platinum,53,41262,Customer_229,29,California,Silver,1446,0.28,28.53526970954357,0,778.5283018867924
POL00230,CUST00230,Health,Central,Rejected,No,Flood,Standard,53,38080,Customer_230,57,Texas,Platinum,857,0.42,44.434072345390895,0,718.4905660377359
POL00231,CUST00231,Home,West,Rejected,No,Flood,Standard,56,2324,Customer_231,65,Illinois,Silver,1117,0.76,2.080572963294539,1,41.5
POL00232,CUST00232,Auto,South,Approved,No,Burglary,Standard,16,26731,Customer_232,43,Texas,Silver,1006,0.8,26.571570576540754,1,1670.6875
POL00233,CUST00233,Life,Central,Under Review,No,Medical Emergency,Gold,43,36909,Customer_233,46,Texas,Gold,2082,0.3,17.727665706051873,0,858.3488372093024
POL00234,CUST00234,Health,West,Rejected,No,Fire,Premium,6,24803,Customer_234,29,Illinois,Gold,1704,0.87,14.55575117370892,1,4133.833333333333
POL00235,CUST00235,Home,Central,Approved,No,Flood,Gold,7,20870,Customer_235,26,Illinois,Silver,1075,0.43,19.413953488372094,0,2981.4285714285716
POL00236,CUST00236,Health,East,Rejected,No,Other,Platinum,53,35578,Customer_236,54,New York,Silver,1769,0.66,20.11192764273601,0,671.2830188679245
POL00237,CUST00237,Life,South,Under Review,No,Other,Standard,41,7588,Customer_237,63,Texas,Platinum,743,0.73,10.212651413189771,1,185.0731707317073
POL00238,CUST00238,Life,West,Approved,No,Flood,Premium,53,39069,Customer_238,28,Florida,Silver,1005,0.77,38.874626865671644,1,737.1509433962265
POL00239,CUST00239,Travel,East,Rejected,No,Flood,Platinum,21,27790,Customer_239,57,Texas,Silver,921,0.86,30.17372421281216,1,1323.3333333333333
POL00240,CUST00240,Auto,East,Under Review,Yes,Fire,Platinum,53,26289,Customer_240,37,Texas,Platinum,1843,0.42,14.264243081931633,0,496.0188679245283
POL00241,CUST00241,Travel,Central,Rejected,Yes,Flood,Platinum,6,29178,Customer_241,44,Illinois,Silver,1610,0.8,18.122981366459626,1,4863.0
POL00242,CUST00242,Home,East,Under Review,No,Fire,Gold,6,29710,Customer_242,31,Texas,Gold,716,0.29,41.49441340782123,0,4951.666666666667
POL00243,CUST00243,Health,South,Under Review,No,Other,Standard,32,16485,Customer_243,39,Texas,Silver,2013,0.69,8.189269746646795,0,515.15625
POL00244,CUST00244,Home,South,Approved,No,Flood,Platinum,58,45482,Customer_244,47,Florida,Silver,2042,0.72,22.27326150832517,1,784.1724137931035
POL00245,CUST00245,Life,North,Under Review,No,Burglary,Standard,27,21652,Customer_245,38,Illinois,Silver,1801,0.67,12.022209883398112,0,801.925925925926
POL00246,CUST00246,Travel,South,Rejected,No,Burglary,Gold,41,5748,Customer_246,47,Texas,Silver,2372,0.38,2.4232715008431702,0,140.1951219512195
POL00247,CUST00247,Travel,East,Under Review,No,Other,Platinum,36,22233,Customer_247,43,California,Silver,2245,0.81,9.903340757238308,1,617.5833333333334
POL00248,CUST00248,Travel,South,Under Review,No,Fire,Gold,37,10435,Customer_248,53,New York,Silver,1508,0.32,6.9197612732095495,0,282.02702702702703
POL00249,CUST00249,Home,Central,Approved,No,Burglary,Gold,5,4709,Customer_249,44,Florida,Gold,1692,0.24,2.783096926713948,0,941.8
POL00250,CUST00250,Life,North,Under Review,No,Fire,Standard,23,31355,Customer_250,53,Texas,Silver,829,0.7,37.822677925211096,0,1363.2608695652175
POL00251,CUST00251,Health,East,Under Review,No,Burglary,Platinum,6,14116,Customer_251,48,California,Gold,1149,0.53,12.285465622280244,0,2352.6666666666665
POL00252,CUST00252,Health,North,Rejected,No,Burglary,Gold,57,26470,Customer_252,42,Texas,Platinum,1964,0.79,13.477596741344195,1,464.3859649122807
POL00253,CUST00253,Home,East,Approved,No,Fire,Platinum,48,43344,Customer_253,34,Texas,Gold,890,0.47,48.70112359550562,0,903.0
POL00254,CUST00254,Travel,Central,Approved,No,Medical Emergency,Standard,30,43918,Customer_254,65,Illinois,Silver,2019,0.32,21.752352649826648,0,1463.9333333333334
POL00255,CUST00255,Auto,North,Approved,No,Burglary,Gold,36,40298,Customer_255,32,Illinois,Platinum,880,0.79,45.79318181818182,1,1119.388888888889
POL00256,CUST00256,Home,West,Under Review,No,Flood,Standard,10,43956,Customer_256,50,Illinois,Silver,1829,0.58,24.032804811372333,0,4395.6
POL00257,CUST00257,Home,East,Approved,No,Other,Platinum,36,15683,Customer_257,53,California,Silver,1241,0.33,12.637389202256244,0,435.6388888888889
POL00258,CUST00258,Life,West,Under Review,No,Medical Emergency,Platinum,59,1504,Customer_258,34,Texas,Gold,1319,0.7,1.1402577710386657,0,25.491525423728813
POL00259,CUST00259,Health,North,Under Review,No,Fire,Standard,8,34982,Customer_259,41,New York,Gold,1172,0.56,29.848122866894197,0,4372.75
POL00260,CUST00260,Home,West,Rejected,No,Medical Emergency,Premium,59,35299,Customer_260,26,Florida,Gold,1012,0.62,34.880434782608695,0,598.2881355932203
POL00261,CUST00261,Home,West,Rejected,No,Collision,Gold,15,29016,Customer_261,30,Illinois,Silver,2271,0.52,12.77675033025099,0,1934.4
POL00262,CUST00262,Travel,North,Rejected,No,Collision,Platinum,21,24960,Customer_262,29,Illinois,Gold,1448,0.78,17.23756906077348,1,1188.5714285714287
POL00263,CUST00263,Travel,Central,Rejected,Yes,Burglary,Platinum,42,34591,Customer_263,52,Texas,Silver,1711,0.78,20.216832261835183,1,823.5952380952381
POL00264,CUST00264,Auto,West,Rejected,No,Burglary,Gold,28,18312,Customer_264,65,Texas,Platinum,1429,0.7,12.814555633310007,0,654.0
POL00265,CUST00265,Life,West,Under Review,No,Flood,Standard,9,38797,Customer_265,29,California,Silver,2039,0.27,19.027464443354585,0,4310.777777777777
POL00266,CUST00266,Auto,Central,Under Review,No,Other,Standard,56,47196,Customer_266,42,California,Platinum,1412,0.79,33.42492917847026,1,842.7857142857143
POL00267,CUST00267,Travel,West,Approved,No,Medical Emergency,Standard,38,3105,Customer_267,50,Illinois,Gold,1143,0.67,2.716535433070866,0,81.71052631578948
POL00268,CUST00268,Health,West,Under Review,No,Collision,Premium,10,37395,Customer_268,44,Texas,Platinum,926,0.69,40.38336933045356,0,3739.5
POL00269,CUST00269,Travel,West,Under Review,Yes,Burglary,Premium,26,46740,Customer_269,65,New York,Gold,1001,0.45,46.693306693306695,0,1797.6923076923076
POL00270,CUST00270,Life,South,Rejected,No,Other,Platinum,15,23700,Customer_270,51,Florida,Gold,1229,0.82,19.283970707892596,1,1580.0
POL00271,CUST00271,Travel,Central,Under Review,No,Medical Emergency,Standard,52,35620,Customer_271,36,Texas,Silver,1783,0.71,19.977565900168255,1,685.0
POL00272,CUST00272,Life,West,Rejected,No,Burglary,Gold,20,38678,Customer_272,31,Texas,Silver,2036,0.28,18.99705304518664,0,1933.9
POL00273,CUST00273,Life,Central,Approved,No,Burglary,Platinum,37,21559,Customer_273,27,California,Silver,570,0.49,37.82280701754386,0,582.6756756756756
POL00274,CUST00274,Life,East,Approved,No,Collision,Gold,13,28509,Customer_274,34,Florida,Platinum,977,0.82,29.18014329580348,1,2193.0
POL00275,CUST00275,Life,East,Under Review,No,Collision,Platinum,10,28860,Customer_275,58,Illinois,Platinum,1701,0.23,16.966490299823633,0,2886.0
POL00276,CUST00276,Life,West,Approved,No,Burglary,Premium,20,12003,Customer_276,49,Texas,Gold,956,0.87,12.555439330543933,1,600.15
POL00277,CUST00277,Health,Central,Under Review,Yes,Fire,Platinum,33,22732,Customer_277,59,Illinois,Silver,688,0.68,33.0406976744186,0,688.8484848484849
POL00278,CUST00278,Auto,Central,Approved,No,Burglary,Premium,7,26826,Customer_278,40,Texas,Silver,790,0.64,33.95696202531646,0,3832.285714285714
POL00279,CUST00279,Home,Central,Rejected,No,Other,Platinum,24,31354,Customer_279,26,Illinois,Gold,2043,0.39,15.347038668624572,0,1306.4166666666667
POL00280,CUST00280,Auto,South,Rejected,No,Burglary,Standard,40,14843,Customer_280,48,Florida,Gold,2288,0.37,6.487325174825175,0,371.075
POL00281,CUST00281,Life,East,Rejected,No,Flood,Gold,23,45472,Customer_281,34,California,Gold,1419,0.86,32.04510218463707,1,1977.0434782608695
POL00282,CUST00282,Health,Central,Rejected,No,Flood,Standard,30,49529,Customer_282,62,Florida,Platinum,791,0.41,62.61567635903919,0,1650.9666666666667
POL00283,CUST00283,Travel,Central,Under Review,No,Flood,Platinum,7,7190,Customer_283,46,New York,Silver,2469,0.74,2.9121101660591333,1,1027.142857142857
POL00284,CUST00284,Health,South,Approved,No,Fire,Platinum,23,18640,Customer_284,50,California,Gold,1255,0.48,14.852589641434262,0,810.4347826086956
POL00285,CUST00285,Life,South,Under Review,No,Fire,Platinum,24,39413,Customer_285,67,Florida,Gold,2158,0.3,18.263670064874884,0,1642.2083333333333
POL00286,CUST00286,Health,Central,Rejected,No,Burglary,Premium,36,43356,Customer_286,63,New York,Silver,2334,0.21,18.575835475578405,0,1204.3333333333333
POL00287,CUST00287,Health,North,Under Review,No,Flood,Gold,11,45597,Customer_287,51,Texas,Silver,1806,0.58,25.24750830564784,0,4145.181818181818
POL00288,CUST00288,Life,Central,Approved,No,Fire,Gold,56,41821,Customer_288,53,Texas,Silver,2067,0.88,20.232704402515722,1,746.8035714285714
POL00289,CUST00289,Health,Central,Under Review,Yes,Collision,Platinum,45,4330,Customer_289,62,Illinois,Platinum,2369,0.46,1.8277754326720135,0,96.22222222222223
POL00290,CUST00290,Home,South,Approved,No,Burglary,Platinum,37,20087,Customer_290,44,California,Gold,876,0.45,22.930365296803654,0,542.8918918918919
POL00291,CUST00291,Home,South,Under Review,No,Other,Premium,44,42430,Customer_291,51,Texas,Gold,2181,0.44,19.45437872535534,0,964.3181818181819
POL00292,CUST00292,Health,Central,Approved,Yes,Medical Emergency,Standard,43,25504,Customer_292,65,California,Platinum,1679,0.56,15.189994044073854,0,593.1162790697674
POL00293,CUST00293,Travel,Central,Approved,No,Burglary,Standard,22,8114,Customer_293,44,Texas,Gold,1007,0.51,8.05759682224429,0,368.8181818181818
POL00294,CUST00294,Life,Central,Rejected,Yes,Medical Emergency,Gold,44,14323,Customer_294,68,Illinois,Silver,1936,0.82,7.398243801652892,1,325.52272727272725
POL00295,CUST00295,Home,South,Approved,No,Flood,Premium,5,35121,Customer_295,43,Florida,Gold,1027,0.55,34.19766309639727,0,7024.2
POL00296,CUST00296,Travel,Central,Rejected,No,Medical Emergency,Platinum,15,11975,Customer_296,44,Illinois,Gold,1878,0.56,6.376464323748669,0,798.3333333333334
POL00297,CUST00297,Health,Central,Rejected,No,Flood,Gold,32,12023,Customer_297,59,New York,Gold,1058,0.3,11.363894139886579,0,375.71875
POL00298,CUST00298,Travel,West,Rejected,No,Collision,Premium,29,22447,Customer_298,26,Texas,Gold,2286,0.89,9.819335083114611,1,774.0344827586207
POL00299,CUST00299,Auto,North,Under Review,No,Medical Emergency,Standard,54,25933,Customer_299,54,New York,Gold,1710,0.37,15.165497076023392,0,480.24074074074076
POL00300,CUST00300,Home,East,Under Review,No,Burglary,Premium,27,24959,Customer_300,58,New York,Silver,1554,0.25,16.06113256113256,0,924.4074074074074
POL00301,CUST00301,Health,North,Under Review,No,Flood,Standard,35,1667,Customer_301,46,California,Platinum,759,0.66,2.19631093544137,0,47.628571428571426
POL00302,CUST00302,Life,West,Under Review,No,Burglary,Premium,34,30703,Customer_302,27,Texas,Silver,920,0.62,33.37282608695652,0,903.0294117647059
POL00303,CUST00303,Health,East,Approved,No,Fire,Gold,46,10337,Customer_303,30,New York,Silver,2052,0.49,5.037524366471735,0,224.7173913043478
POL00304,CUST00304,Life,Central,Approved,Yes,Flood,Standard,39,47427,Customer_304,39,Florida,Silver,2074,0.5,22.867405978784955,0,1216.076923076923
POL00305,CUST00305,Health,West,Under Review,No,Medical Emergency,Gold,11,37487,Customer_305,51,New York,Silver,803,0.75,46.683686176836865,1,3407.909090909091
POL00306,CUST00306,Travel,Central,Approved,No,Flood,Gold,20,20129,Customer_306,34,Florida,Silver,1441,0.34,13.968771686328939,0,1006.45
POL00307,CUST00307,Travel,South,Approved,No,Burglary,Standard,30,41251,Customer_307,33,California,Platinum,2467,0.77,16.72111876773409,1,1375.0333333333333
POL00308,CUST00308,Travel,West,Rejected,No,Collision,Standard,52,32921,Customer_308,57,New York,Platinum,1562,0.65,21.07618437900128,0,633.0961538461538
POL00309,CUST00309,Auto,South,Rejected,Yes,Flood,Platinum,56,34307,Customer_309,56,Illinois,Silver,2012,0.49,17.051192842942346,0,612.625
POL00310,CUST00310,Life,West,Rejected,No,Medical Emergency,Platinum,53,28355,Customer_310,30,California,Silver,2167,0.52,13.084910013844024,0,535.0
POL00311,CUST00311,Travel,West,Rejected,No,Fire,Platinum,6,38732,Customer_311,65,Florida,Silver,1041,0.38,37.20653218059558,0,6455.333333333333
POL00312,CUST00312,Auto,South,Approved,No,Other,Gold,5,5835,Customer_312,60,California,Silver,2193,0.73,2.660738714090287,1,1167.0
POL00313,CUST00313,Life,East,Under Review,No,Collision,Gold,52,21159,Customer_313,26,New York,Silver,1801,0.56,11.74847307051638,0,406.90384615384613
POL00314,CUST00314,Health,North,Approved,No,Fire,Platinum,16,39810,Customer_314,53,Texas,Platinum,1726,0.42,23.0648899188876,0,2488.125
POL00315,CUST00315,Auto,Central,Approved,No,Flood,Gold,9,48605,Customer_315,28,Texas,Silver,1589,0.62,30.588420390182506,0,5400.555555555556
POL00316,CUST00316,Home,West,Approved,No,Burglary,Gold,41,41080,Customer_316,25,Florida,Gold,607,0.9,67.67710049423394,1,1001.9512195121952
POL00317,CUST00317,Auto,Central,Rejected,No,Burglary,Standard,36,39088,Customer_317,43,Florida,Silver,767,0.5,50.96219035202086,0,1085.7777777777778
POL00318,CUST00318,Auto,South,Rejected,No,Medical Emergency,Standard,59,14216,Customer_318,50,Texas,Platinum,721,0.84,19.717059639389735,1,240.94915254237287
POL00319,CUST00319,Life,Central,Rejected,Yes,Burglary,Gold,13,36547,Customer_319,49,Florida,Gold,2327,0.44,15.705629565964761,0,2811.3076923076924
POL00320,CUST00320,Health,South,Under Review,Yes,Collision,Platinum,45,32471,Customer_320,34,California,Platinum,2053,0.24,15.81636629322942,0,721.5777777777778
POL00321,CUST00321,Home,Central,Approved,No,Burglary,Premium,39,18308,Customer_321,39,Illinois,Gold,1613,0.34,11.350278983261004,0,469.43589743589746
POL00322,CUST00322,Travel,North,Under Review,No,Medical Emergency,Platinum,23,28532,Customer_322,46,Illinois,Silver,1192,0.49,23.936241610738254,0,1240.5217391304348
POL00323,CUST00323,Travel,North,Rejected,No,Other,Premium,52,35349,Customer_323,45,California,Silver,754,0.35,46.88196286472149,0,679.7884615384615
POL00324,CUST00324,Auto,North,Under Review,No,Flood,Platinum,20,46445,Customer_324,46,Illinois,Gold,1978,0.2,23.48078867542973,0,2322.25
POL00325,CUST00325,Life,North,Approved,Yes,Flood,Standard,7,6713,Customer_325,60,New York,Silver,752,0.84,8.92686170212766,1,959.0
POL00326,CUST00326,Life,North,Approved,No,Burglary,Gold,24,5804,Customer_326,58,California,Gold,756,0.79,7.677248677248677,1,241.83333333333334
POL00327,CUST00327,Travel,North,Rejected,No,Fire,Gold,28,11136,Customer_327,54,Florida,Silver,882,0.72,12.625850340136054,1,397.7142857142857
POL00328,CUST00328,Home,South,Rejected,No,Flood,Standard,58,1009,Customer_328,49,California,Silver,941,0.32,1.0722635494155155,0,17.396551724137932
POL00329,CUST00329,Health,West,Under Review,No,Other,Premium,37,20255,Customer_329,69,Texas,Gold,2381,0.28,8.506929861402773,0,547.4324324324324
POL00330,CUST00330,Home,Central,Rejected,No,Burglary,Premium,28,24793,Customer_330,52,Florida,Gold,1098,0.25,22.58014571948998,0,885.4642857142857
POL00331,CUST00331,Health,North,Rejected,No,Medical Emergency,Premium,56,30548,Customer_331,25,Texas,Gold,1613,0.71,18.938623682579045,1,545.5
POL00332,CUST00332,Travel,South,Approved,No,Other,Standard,15,38892,Customer_332,69,Florida,Silver,2272,0.85,17.117957746478872,1,2592.8
POL00333,CUST00333,Health,South,Rejected,No,Burglary,Premium,53,2015,Customer_333,28,Illinois,Gold,889,0.5,2.2665916760404947,0,38.0188679245283
POL00334,CUST00334,Life,South,Rejected,No,Other,Standard,12,28712,Customer_334,31,California,Silver,1081,0.28,26.56059204440333,0,2392.6666666666665
POL00335,CUST00335,Auto,West,Approved,No,Flood,Platinum,40,35961,Customer_335,33,New York,Silver,1567,0.56,22.94894703254627,0,899.025
POL00336,CUST00336,Auto,Central,Approved,No,Medical Emergency,Platinum,42,9415,Customer_336,60,Florida,Gold,2235,0.44,4.212527964205816,0,224.16666666666666
POL00337,CUST00337,Travel,West,Under Review,No,Burglary,Standard,44,47318,Customer_337,43,Florida,Silver,2187,0.46,21.636031092821217,0,1075.409090909091
POL00338,CUST00338,Life,East,Rejected,No,Collision,Gold,24,48280,Customer_338,25,Texas,Silver,1097,0.63,44.01093892433911,0,2011.6666666666667
POL00339,CUST00339,Home,South,Approved,No,Medical Emergency,Platinum,39,24833,Customer_339,34,Illinois,Silver,518,0.7,47.94015444015444,0,636.7435897435897
POL00340,CUST00340,Life,East,Under Review,No,Collision,Premium,52,5158,Customer_340,60,Texas,Silver,1624,0.28,3.1761083743842367,0,99.1923076923077
POL00341,CUST00341,Auto,North,Under Review,No,Other,Standard,29,21309,Customer_341,33,Texas,Silver,2437,0.22,8.743947476405417,0,734.7931034482758
POL00342,CUST00342,Auto,North,Rejected,No,Fire,Premium,39,7970,Customer_342,69,Illinois,Silver,1106,0.9,7.206148282097649,1,204.35897435897436
POL00343,CUST00343,Life,West,Rejected,Yes,Medical Emergency,Premium,29,7938,Customer_343,66,New York,Silver,2289,0.36,3.467889908256881,0,273.7241379310345
POL00344,CUST00344,Life,Central,Under Review,No,Other,Gold,33,22168,Customer_344,56,Texas,Silver,1880,0.24,11.791489361702128,0,671.7575757575758
POL00345,CUST00345,Auto,East,Approved,No,Collision,Premium,22,47540,Customer_345,56,Texas,Gold,2065,0.33,23.02179176755448,0,2160.909090909091
POL00346,CUST00346,Home,Central,Under Review,No,Flood,Gold,50,21384,Customer_346,30,Florida,Silver,2284,0.23,9.362521891418563,0,427.68
POL00347,CUST00347,Travel,West,Rejected,No,Flood,Platinum,22,19017,Customer_347,62,Illinois,Silver,2461,0.47,7.727346607070297,0,864.4090909090909
POL00348,CUST00348,Travel,North,Approved,No,Fire,Standard,6,11344,Customer_348,41,California,Silver,532,0.76,21.32330827067669,1,1890.6666666666667
POL00349,CUST00349,Life,Central,Approved,No,Medical Emergency,Premium,58,41034,Customer_349,34,New York,Gold,2493,0.44,16.459687123947052,0,707.4827586206897
POL00350,CUST00350,Travel,Central,Under Review,No,Medical Emergency,Standard,39,9702,Customer_350,51,New York,Platinum,1752,0.51,5.537671232876712,0,248.76923076923077
POL00351,CUST00351,Auto,North,Rejected,No,Medical Emergency,Premium,20,1384,Customer_351,59,Illinois,Gold,2047,0.67,0.6761113825109917,0,69.2
POL00352,CUST00352,Auto,East,Under Review,No,Other,Standard,45,1404,Customer_352,45,Florida,Gold,2153,0.56,0.6521133302368788,0,31.2
POL00353,CUST00353,Life,North,Under Review,No,Fire,Premium,40,41943,Customer_353,49,Florida,Gold,1361,0.8,30.81778104335048,1,1048.575
POL00354,CUST00354,Life,Central,Under Review,No,Medical Emergency,Premium,37,48926,Customer_354,52,Illinois,Gold,654,0.81,74.81039755351682,1,1322.3243243243244
POL00355,CUST00355,Life,East,Approved,No,Other,Premium,8,30189,Customer_355,39,Florida,Gold,1946,0.21,15.513360739979445,0,3773.625
POL00356,CUST00356,Home,East,Approved,No,Flood,Premium,37,13763,Customer_356,28,New York,Silver,1404,0.74,9.802706552706553,1,371.97297297297297
